Smiles,Standard Value
Brc1cc2c3c4c(c5c6c([nH]c5c3[nH]c2cc1)cccc6)C(=O)NC4=O,0
Brc1cc\2c(cc1)C(=O)NC(=O)/C/2=C\N(Cc1cc(O)c(OC)cc1)C,0
Brc1cc\2c(cc1)C(=O)NC(=O)/C/2=C\NCC1=CC(=O)NC=C1,1
Brc1cc\2c(cc1)C(=O)NC(=O)/C/2=C\NCC=1OC=C(OC)C(=O)C=1,0
Brc1cc\2c(cc1)C(=O)NC(=O)/C/2=C\NCc1cc(O)c(N)cc1,1
Brc1cc\2c(cc1)C(=O)NC(=O)/C/2=C\NCc1cc(O)c(OC)cc1,1
Brc1cc\2c(cc1)C(=O)NC(=O)/C/2=C\NCc1cc(O)c(OCC)cc1,1
Brc1cc\2c(cc1)C(=O)NC(=O)/C/2=C\NCc1cc(O)c(OCCC)cc1,1
Brc1cc\2c(cc1)C(=O)NC(=O)/C/2=C\NCc1cc(OC)ncc1,0
Brc1cc\2c(cc1)C(=O)NC(=O)/C/2=C\Nc1ccc(N2CC[NH+](CC2)C)cc1,0
Brc1cc\2c(cc1)C(=O)NC(=O)/C/2=C\Nc1ccc(cc1)C[NH+]1CCCCC1,0
Brc1ccc(NC2=CC(=O)c3sc(nc3C2=O)C)cc1,0
Brc1ccc(Nc2nc(Nc3cc4nc[nH]c4cc3)c(cn2)C(F)(F)F)cc1,1
Brc1ccc(cc1)C(=O)N(CCc1c2c([nH]c1)cccc2)C,0
Brc1ccc(cc1)CC(=O)Nc1n[nH]c2c1cc(N1S(=O)(=O)CCC1)cc2,0
Brc1ccccc1C(=O)N(CCc1c2c([nH]c1)cccc2)C,0
Brc1ccccc1C=1Oc2c(C(=O)C=1)c(O)cc(O)c2C=1CC[NH+](CC=1)C,1
Brc1ccccc1Nc1nc(ncc1)Nc1ccc(OCC(O)C[NH+](C)C)cc1,1
Brc1ccccc1Nc1ncnc(Nc2ccc(OCC(O)C[NH+](C)C)cc2)c1,0
Brc1cnc(nc1-c1c[nH]nc1C(C)C)NC1CC[NH+](CC1)C,1
Brc1cnc(nc1N(CCCC(F)(F)F)c1ccccc1)Nc1ccc(OCC(O)C[NH+](C)C)cc1,1
Brc1cnc(nc1Nc1ccccc1)Nc1ccc(OCC(O)C[NH+](C)C)cc1,1
Brc1cnc2oc3c(c2c1-c1ccccc1)cc(O)cc3,0
Brc1n(O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c2ncncc2c1C(=O)N,0
Brc1n(nc2c1CCN([C@H]1COc3c(N(C)C1=O)cccc3)C2=O)Cc1ccccc1,1
ClC(Cl)(Cl)c1nc(NC(C#C)(C)C)c2c(n1)cccc2,0
ClC(Cl)(Cl)c1nc(NC(C)(C)C)c2c(n1)cccc2,0
ClC=1C(=O)N(c2nc(ncc2C=1C)Nc1ccc(N2CC[NH2+]CC2)cc1)C1CCCC1,1
ClCC1Cc2c3n(C1)cc(c3ccc2)C1=C(c2c3c([nH]c2)cc(F)cc3)C(=O)NC1=O,1
Clc1[nH]c(C)c(-c2nc(ncc2)Nc2ccc(F)cc2)c1C,0
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1ncc(N2CC([NH2+]C(C2)C)C)cc1,1
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1ncc(N2CC([NH2+]CC2)(C)C)cc1,1
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1ncc(N2CCC([NH+](C)C)CC2)cc1,1
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1ncc(N2CC[NH+](CC2)C)cc1,1
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1ncc(N2CC[NH+](CC2)CCO)cc1,1
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1ncc(N2CC[NH2+]CC2)cc1,1
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1ncc(N2C[C@@H]([NH2+]CC2)C)cc1,1
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1ncc(N2C[C@H]([NH2+]CC2)C)cc1,1
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1ncc(cc1)C1CC[NH2+]CC1,1
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1ncc(cc1)C[NH+]1C[C@@H]([NH2+]CC1)C,1
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1ncc(cc1)C[NH+]1C[C@H]([NH2+]CC1)C,1
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1ncc(nc1)N1CC[NH2+]CC1,1
Clc1[nH]nc(C(C)C)c1-c1nc(ncc1)Nc1nnc(N2CC[NH2+]CC2)cc1,1
Clc1c(-n2nc(SC)c3c2N=C(NC3=O)C)cccc1Cl,0
Clc1cc(-c2cc3[nH]nc(c3cc2)-c2[nH]c3c(n2)cccc3)c(cc1O)C,1
Clc1cc(-n2nc(cc2C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N)ccc1,0
Clc1cc(-n2nc(nc2C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)NCc2cc(Oc3cc(Cl)cc(Cl)c3)ccc2)cc(Cl)c1,0
Clc1cc(-n2nc(nc2C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)NCc2nccc(Oc3cc(Cl)ccc3)c2)cc(Cl)c1,0
Clc1cc(-n2nc(nc2C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N)cc(Cl)c1,0
Clc1cc(-n2nc(nc2C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N)ccc1,0
Clc1cc(-n2nc(nc2C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)CC(=O)N([C@@H](Cc2ccccc2)C(=O)N)C)cc(Cl)c1,0
Clc1cc(C(=O)c2cnc(nc2N)NC2CCN(S(=O)(=O)C)CC2)c(OC)cc1,1
Clc1cc(C)c(-n2nc(SC)c3c2N=C(NC3=O)C)cc1,0
Clc1cc(Cl)cc(C(F)(F)F)c1-n1nc(SC)c2c1N=C(NC2=O)C,0
Clc1cc(Cl)cc(C)c1-n1nc(SC)c2c1N=C(NC2=O)C,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)C,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)C(C)C,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)C(O)C,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)C(OC)=O,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)C1CC1,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)CCC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)CCCCCO,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)CCCO,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)CF,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)CSC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)Cc1ccccc1,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)Cc1sccc1,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)c1occc1,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1N=CNC2=O,0
Clc1cc(Cl)cc(Cl)c1-n1nc(SC)c2c1nc(nc2O)CC[NH2+]C,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)C)C,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)C)C(F)(F)F,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)C)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)C)CCC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)C)CO,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)C=C)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)CC)CC,1
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)CCCCO)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)CCSC)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)CCc1[nH]cnc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)CCc1ccccc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1cc(N)ccc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1cc(NS(=O)(=O)C)ccc1)CC,1
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1cc(O)c(O)cc1)CC,1
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1cc(O)c(OC)cc1)CC,1
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1cc(O)c(cc1)C)CC,1
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1cc(O)cc(O)c1)CC,1
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1cc(O)ccc1)CC,1
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1cc(OC)c(O)cc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1cc(OC)c(OC)cc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1cc(OC)c(cc1)C)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1cc(OC)ccc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1ccc(N)cc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1ccc(NC(=O)C)cc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1ccc(NC(=O)CNC(OC(C)(C)C)=O)cc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1ccc(O)cc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1ccc(OC)cc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1ccccc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1ccccc1CO)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1cccnc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1ccncc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1N=C(NC2=O)Cc1ncccc1)CC,0
Clc1cc(Cl)cc(Cl)c1-n1nc(c2c1nc(nc2O)Cc1ccc(NC(=O)C[NH3+])cc1)CC,1
Clc1cc(Cl)cc(Cl)c1-n1ncc2c1N=C(NC2=O)C,0
Clc1cc(Cl)ccc1-n1nc(SC)c2c1N=C(NC2=O)C,0
Clc1cc(Cl)ccc1C=1Oc2c(C(=O)C=1)c(O)cc(O)c2C=1CC[NH+](CC=1)C,0
Clc1cc(F)c(C(=O)c2c[nH]c-3nncc-3c2OCCCC)c(F)c1,1
Clc1cc(NC(=O)COc2ccc(cc2)C=2NC(=O)c3c(N=2)cccc3)ccc1,1
Clc1cc(Nc2nc(ccn2)-c2c3n(nc2)N=CC=C3)cc(Cl)c1,0
Clc1cc(Nc2nc(ccn2)-c2c3n(nc2)N=CC=C3)ccc1Cl,0
Clc1cc(Nc2nc(ccn2)-c2cc(ncc2)NCCCO)ccc1,1
Clc1cc(Nc2nc(ccn2)-c2sc(nc2C)C)ccc1,0
Clc1cc(Nc2nc(ccn2)-c2sc(nc2C)C)ccc1N(C)C,1
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@@H]2CCCC[C@@H]2[NH3+])cc(NC(=O)C)c1,1
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@@H]2CCCC[C@@H]2[NH3+])ccc1,1
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@H](C(C)C)CO)ccc1,1
Clc1cc(Nc2nc(nc3n(cnc23)CC)N[C@@H]2CCCC[C@@H]2[NH3+])ccc1,0
Clc1cc(Nc2nc(ncc2)Nc2ccc(OCC(O)C[NH+](C)C)cc2)ccc1,0
Clc1cc(Nc2nc(ncn2)-c2cc(ncc2)NCCCO)ccc1,1
Clc1cc(cc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)C)C(F)(F)F,0
Clc1cc(ccc1)C(=O)N(CCc1c2c([nH]c1)cccc2)C,0
Clc1cc(ccc1)C=1Oc2c(C(=O)C=1)c(O)cc(O)c2C=1CC[NH+](CC=1)C,0
Clc1cc(ccc1)CC(=O)Nc1n[nH]c2c1cc(N1S(=O)(=O)CCC1)cc2,0
Clc1cc(ccc1C=1Oc2c(C(=O)C=1)c(O)cc(O)c2[C@@H]1CC[NH+](C)[C@H]1CO)C(F)(F)F,1
Clc1cc(ccc1Cl)C(=O)Nc1cc2c(cc(cc2)C(=O)Nc2sccn2)cc1,0
Clc1cc2CCN(c2cc1)C(=O)C(=O)c1c2c([nH]c1)cccc2,0
Clc1cc2C[C@@H]([NH2+]Cc3[nH]nc(NC(=O)Nc4c5c(ccc4)C(=O)N4C5CCC4)c3)Cc2cc1,1
Clc1cc2C[C@@H]([NH2+]Cc3n[nH]c(NC(=O)Nc4c5[C@H]6N(CCC6)C(=O)c5ccc4)c3)Cc2cc1,1
Clc1cc2[nH]c3c(c4c(c5c6c([nH]c35)cccc6)C(=O)NC4=O)c2cc1,1
Clc1cc2[nH]c3c(c4c(c5c6c7n(CCCc7ccc6)c35)C(=O)NC4=O)c2cc1,1
Clc1cc2c([nH]cc2C(=O)C(=O)N2CCc3c2cccc3)cc1,0
Clc1cc2c([nH]cc2C(=O)C(=O)N2CCc3cc(Cl)ccc23)cc1,0
Clc1cc2c([nH]cc2CCn2c3c(cc(Cl)cc3)cc2)cc1,0
Clc1cc2c(cc1Cl)-c1n[nH]c(c1C2=O)-c1ccc(OC)cc1,0
Clc1cc2c(n(cc2)CCc2c3c([nH]c2)cccc3)cc1,0
Clc1cc2n(cc(c2cc1F)C1=C(c2c3c(oc2)c(OC)ccc3)C(=O)NC1=O)C,0
Clc1cc2n(cc(c2cc1F)C1=C(c2c3c(oc2)cc(cc3)CO)C(=O)NC1=O)C,0
Clc1cc\2c(cc1)C(=O)NC(=O)/C/2=C\NCc1cc(O)c(OC)cc1,1
Clc1cc\2c(cc1)C(=O)NC(=O)/C/2=C\Nc1ccc(cc1)C[NH+]1CCCCC1,0
Clc1ccc(-n2nc(cc2C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N)cc1,0
Clc1ccc(-n2nc(nc2C)C(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]([C@H](CC)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N)cc1,0
Clc1ccc(Cl)cc1-n1nc(SC)c2c1N=C(NC2=O)C,0
Clc1ccc(Cl)cc1C(=O)N[N-]C(=O)Nc1c2c(-c3n[nH]c(c3C2=O)-c2ccc(OC)cc2)ccc1,1
Clc1ccc(Cl)cc1N(CC#C)c1nc(ncc1)Nc1ccc(OCC(O)C[NH+](C)C)cc1,1
Clc1ccc(Cl)cc1N(CC#C)c1ncnc(Nc2ccc(OCC(O)C[NH+](C)C)cc2)c1,1
Clc1ccc(Cl)cc1N(CC#N)c1nc(ncc1)Nc1ccc(OCC(O)C[NH+](C)C)cc1,1
Clc1ccc(Cl)cc1N(CC#N)c1ncnc(Nc2ccc(OCC(O)C[NH+](C)C)cc2)c1,1
Clc1ccc(Cl)cc1N(CCC#N)c1nc(ncc1)Nc1ccc(OCC(O)C[NH+](C)C)cc1,1
Clc1ccc(Cl)cc1N(CCC#N)c1ncnc(Nc2ccc(OCC(O)C[NH+](C)C)cc2)c1,1
Clc1ccc(Cl)cc1N(CCCC(F)(F)F)c1nc(ncc1)Nc1ccc(OCC(O)C[NH+](C)C)cc1,1
Clc1ccc(Cl)cc1N(Cc1ccccc1)c1nc(ncc1)Nc1ccc(OCC(O)C[NH+](C)C)cc1,1
Clc1ccc(Cl)cc1N(Cc1ccccc1)c1ncnc(Nc2ccc(OCC(O)C[NH+](C)C)cc2)c1,0
Clc1ccc(Cl)cc1Nc1nc(ncc1)Nc1ccc(OCC(O)C[NH+](C)C)cc1,1
Clc1ccc(Cl)cc1Nc1ncnc(Nc2ccc(OCC(O)C[NH+](C)C)cc2)c1,1
Clc1ccc(F)cc1-n1nc(SC)c2c1N=C(NC2=O)C,0
Clc1ccc(NC2=CC(=O)c3sc(nc3C2=O)C)cc1,0
Clc1ccc(Nc2nc(ccn2)-c2c3n(nc2)N=CC=C3)cc1C(F)(F)F,1
Clc1ccc(Nc2nc(ncc2)Nc2ccc(OCC(O)C[NH+](C)C)cc2)cc1,1
Clc1ccc(Nc2nc-3c(CCc4c-3n(nc4C(=O)N)C)cn2)cc1,1
Clc1ccc(Nc2ncnc(Nc3ccc(OCC(O)C[NH+](C)C)cc3)c2)cc1,0
Clc1ccc(cc1)-c1c2[nH]c3c(c4cc(O)ccc4cc3)c2ccc1,0
Clc1ccc(cc1)-c1cc\2c(cc1)C(=O)NC(=O)/C/2=C\Nc1ccc(cc1)C[NH+]1CCCCC1,0
Clc1ccc(cc1)-c1nn(cc1C(=O)NC(=S)Nc1ccc(OC)cc1)-c1ccccc1,1
Clc1ccc(cc1)C(=O)N(CCc1c2c([nH]c1)cccc2)C,0
Clc1ccc(cc1)C=1Oc2c(C(=O)C=1)c(O)cc(O)c2C=1CC[NH+](CC=1)C,1
Clc1ccc(cc1)CC(=O)Nc1n[nH]c2c1cc(N1S(=O)(=O)CCC1)cc2,0
Clc1ccc(cc1)CNc1nc(ccn1)-c1c2n(nc1)N=CC=C2,1
Clc1ccc(cc1)\C=C\c1n[nH]c2c1ccc(c2)-c1ccncc1,0
Clc1ccc(cc1-n1nc(SC)c2c1N=C(NC2=O)C)C(F)(F)F,0
Clc1ccc(cc1Nc1nc(ncc1)Nc1ccc(OCC(O)C[NH+](C)C)cc1)C,0
Clc1ccc(cc1Nc1ncnc(Nc2ccc(OCC(O)C[NH+](C)C)cc2)c1)C,0
Clc1cccc(Cl)c1-n1nc(SC)c2c1N=C(NC2=O)C,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2n(C=1)c(C(=O)c1c(F)cc(cc1F)C(=O)N)c(n2)N,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2n(C=1)c(C(=O)c1c(F)cc(cc1F)C(=O)[O-])c(n2)N,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2nc(Nc3cc(S(=O)(=O)C)ccc3)cn2C=1,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2nc(Nc3cc(SC)ccc3)cn2C=1,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2nc(Nc3cc(ccc3)C(=O)N)cn2C=1,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2nc(Nc3ccc(S(=O)(=O)C)cc3)cn2C=1,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2nc(Nc3ccc(S(=O)(=O)N(C)C)cc3)cn2C=1,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2nc(Nc3ccc(S(=O)(=O)N)cc3)cn2C=1,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2nc(Nc3ccc(S(=O)(=O)NC(N)=N)cc3)cn2C=1,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2nc(Nc3ccc(S(=O)([O-])=NC(=O)c4ccccc4)cc3)cn2C=1,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2nc(Nc3ccc(SC)cc3)cn2C=1,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2nc(Nc3ccc(cc3)C(=O)N)cn2C=1,0
Clc1cccc(Cl)c1C(=O)C=1C=Cc2nc(Nc3ccc(cc3)C(=O)[O-])cn2C=1,0
Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CC[NH2+]CC1,1
Clc1cccc(Cl)c1C(=O)c1n2C=C(C=Cc2nc1N)C(=O)c1c(F)cccc1F,1
Clc1cccc(Cl)c1CS(=O)(=O)c1cc\2c(NC(=O)/C/2=C\c2[nH]c(C)c(C(=O)N3CCC[C@@H]3C[NH+]3CCCC3)c2C)cc1,0
Clc1cccc(Cl)c1\C=C\C=1Oc2c(C(=O)C=1)c(O)cc(O)c2[C@H]1CC[NH+](C[C@H]1O)C,1
Clc1cccc(F)c1C(=O)C=1C=Cc2n(C=1)c(C(=O)c1c(F)cccc1F)c(n2)N,1
Clc1cccc(F)c1C(=O)c1cc2n(Cc3c(F)cccc3F)c(nc2cc1)N,1
