Smiles,Standard Value
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@@H](C(C)(C)C)CO)ccc1,0
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@@H](C(C)C)CO)ccc1,0
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@@H](C(CC)C)CO)ccc1,0
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@@H](CC2CCCCC2)CO)ccc1,0
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@@H](CO)c2ccccc2)ccc1,0
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@@H]2CCCC[C@@H]2[NH3+])cc(N)c1,1
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@@H]2CCCC[C@@H]2[NH3+])ccc1,1
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@H](C(C)C)CO)cc(N)c1,1
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@H](C(C)C)CO)ccc1,0
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@H](C(C)C)CO)ccc1C(=O)[O-],0
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@H](C(C)C)CO)ccc1F,0
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@H](C(C)C)CO)ccc1N,0
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@H](CC(C)C)CO)ccc1,0
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@H](CC)CO)ccc1,0
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@H](CO)c2ccccc2)ccc1,0
Clc1cc(Nc2nc(nc3n(cnc23)C(C)C)N[C@H](Cc2ccccc2)CO)ccc1,0
Clc1cc(Nc2nc(nc3n(cnc23)CC)N2CCCCC2CO)ccc1,1
Clc1cc(Nc2nc(nc3n(cnc23)CC)N2CCC[C@@H]2CO)ccc1,1
Clc1cc(Nc2nc(nc3n(cnc23)CC)N2CCC[C@@H]2C[NH3+])ccc1,1
Clc1cc(Nc2nc(nc3n(cnc23)CC)NC2CCC(O)CC2)ccc1,1
Clc1cc(Nc2nc(nc3n(cnc23)CC)NC2CCC(O)CC2[NH3+])ccc1,1
Clc1cc(Nc2nc(nc3n(cnc23)CC)NC2CCC([NH3+])CC2)ccc1,1
Clc1cc(Nc2nc(nc3n(cnc23)CC)NCCO)ccc1,1
Clc1cc(Nc2nc(nc3n(cnc23)CC)NCC[NH3+])ccc1,1
Clc1cc(Nc2nc(nc3n(cnc23)CC)N[C@@H]2CCCC[C@@H]2[NH3+])ccc1,1
Clc1cc(Nc2nc(nc3n(cnc23)CC)N[C@@H]2CCCC[C@H]2[NH3+])ccc1,1
